"Step","resilient-blaze-9 - step_crash","resilient-blaze-9 - step_crash__MIN","resilient-blaze-9 - step_crash__MAX"
"29954","0","0","0"
"29956","0","0","0"
"29958","0","0","0"
"29960","0","0","0"
"29962","0","0","0"
"29964","0","0","0"
"29966","0","0","0"
"29970","0","0","0"
"29972","0","0","0"
"29974","0","0","0"
"29978","0","0","0"
"29982","0","0","0"
"29986","0","0","0"
"29988","0","0","0"
"29994","0","0","0"
"29998","0","0","0"
"30002","0","0","0"
"30008","0","0","0"
"30014","0","0","0"
"30026","0","0","0"
"30046","0","0","0"
"30048","0","0","0"
"30052","0","0","0"
"30056","0","0","0"
"30058","0","0","0"
"30062","0","0","0"
"30066","0","0","0"
"30072","0","0","0"
"30074","0","0","0"
"30076","0","0","0"
"30078","0","0","0"
"30084","0","0","0"
"30086","0","0","0"
"30090","0","0","0"
"30096","0","0","0"
"30098","1","1","1"
"30100","0","0","0"
"30102","0","0","0"
"30104","0","0","0"
"30106","0","0","0"
"30114","0","0","0"
"30116","0","0","0"
"30118","0","0","0"
"30122","0","0","0"
"30124","0","0","0"
"30126","0","0","0"
"30136","0","0","0"
"30138","0","0","0"
"30144","0","0","0"
"30146","0","0","0"
"30154","0","0","0"
"30160","0","0","0"
"30162","0","0","0"
"30164","0","0","0"
"30168","0","0","0"
"30172","0","0","0"
"30176","0","0","0"
"30180","0","0","0"
"30182","0","0","0"
"30184","0","0","0"
"30186","0","0","0"
"30192","0","0","0"
"30198","0","0","0"
"30200","0","0","0"
"30206","0","0","0"
"30208","0","0","0"
"30210","0","0","0"
"30218","0","0","0"
"30220","0","0","0"
"30224","0","0","0"
"30226","0","0","0"
"30230","0","0","0"
"30234","0","0","0"
"30236","0","0","0"
"30238","0","0","0"
"30240","0","0","0"
"30242","0","0","0"
"30246","0","0","0"
"30248","1","1","1"
"30250","0","0","0"
"30252","0","0","0"
"30254","0","0","0"
"30256","0","0","0"
"30258","0","0","0"
"30264","0","0","0"
"30266","0","0","0"
"30268","0","0","0"
"30270","0","0","0"
"30282","0","0","0"
"30286","0","0","0"
"30288","0","0","0"
"30296","0","0","0"
"30298","0","0","0"
"30300","0","0","0"
"30304","0","0","0"
"30306","0","0","0"
"30316","0","0","0"
"30318","0","0","0"
"30322","0","0","0"
"30324","0","0","0"
"30326","0","0","0"
"30334","0","0","0"
"30338","1","1","1"
"30356","0","0","0"
"30358","0","0","0"
"30360","0","0","0"
"30362","0","0","0"
"30364","0","0","0"
"30370","0","0","0"
"30374","0","0","0"
"30376","0","0","0"
"30378","0","0","0"
"30386","0","0","0"
"30388","0","0","0"
"30390","0","0","0"
"30392","0","0","0"
"30398","0","0","0"
"30402","0","0","0"
"30412","0","0","0"
"30416","0","0","0"
"30422","1","1","1"
"30426","0","0","0"
"30434","0","0","0"
"30438","0","0","0"
"30440","0","0","0"
"30444","0","0","0"
"30448","0","0","0"
"30450","0","0","0"
"30452","0","0","0"
"30454","0","0","0"
"30456","0","0","0"
"30462","0","0","0"
"30464","0","0","0"
"30470","0","0","0"
"30474","0","0","0"
"30476","0","0","0"
"30486","0","0","0"
"30492","0","0","0"
"30494","0","0","0"
"30500","0","0","0"
"30504","0","0","0"
"30512","0","0","0"
"30514","0","0","0"
"30516","0","0","0"
"30518","0","0","0"
"30522","0","0","0"
"30524","0","0","0"
"30526","0","0","0"
"30530","0","0","0"
"30534","0","0","0"
"30536","0","0","0"
"30538","0","0","0"
"30540","0","0","0"
"30542","0","0","0"
"30544","0","0","0"
"30548","0","0","0"
"30550","0","0","0"
"30552","0","0","0"
"30554","0","0","0"
"30556","0","0","0"
"30558","0","0","0"
"30560","1","1","1"
"30566","0","0","0"
"30572","0","0","0"
"30582","0","0","0"
"30586","0","0","0"
"30590","0","0","0"
"30594","0","0","0"
"30596","0","0","0"
"30604","0","0","0"
"30606","0","0","0"
"30614","0","0","0"
"30618","0","0","0"
"30620","0","0","0"
"30626","0","0","0"
"30628","1","1","1"
"30630","0","0","0"
"30632","0","0","0"
"30636","1","1","1"
"30638","0","0","0"
"30642","0","0","0"
"30644","0","0","0"
"30646","0","0","0"
"30648","0","0","0"
"30650","0","0","0"
"30654","0","0","0"
"30656","0","0","0"
"30660","0","0","0"
"30666","0","0","0"
"30680","0","0","0"
"30682","0","0","0"
"30686","0","0","0"
"30688","0","0","0"
"30690","0","0","0"
"30692","0","0","0"
"30696","0","0","0"
"30698","1","1","1"
"30706","0","0","0"
"30712","0","0","0"
"30720","0","0","0"
"30724","0","0","0"
"30728","0","0","0"
"30730","0","0","0"
"30732","0","0","0"
"30734","0","0","0"
"30738","0","0","0"
"30744","0","0","0"
"30746","0","0","0"
"30750","0","0","0"
"30754","0","0","0"
"30756","0","0","0"
"30758","0","0","0"
"30764","0","0","0"
"30770","0","0","0"
"30776","0","0","0"
"30778","0","0","0"
"30782","0","0","0"
"30786","0","0","0"
"30792","0","0","0"
"30794","0","0","0"
"30798","0","0","0"
"30800","0","0","0"
"30806","0","0","0"
"30808","0","0","0"
"30810","0","0","0"
"30814","0","0","0"
"30820","0","0","0"
"30824","0","0","0"
"30826","0","0","0"
"30834","1","1","1"
"30836","0","0","0"
"30840","0","0","0"
"30842","0","0","0"
"30844","0","0","0"
"30850","0","0","0"
"30854","0","0","0"
"30856","0","0","0"
"30858","0","0","0"
"30860","0","0","0"
"30866","0","0","0"
"30880","0","0","0"
"30882","0","0","0"
"30884","0","0","0"
"30888","0","0","0"
"30892","0","0","0"
"30896","0","0","0"
"30900","0","0","0"
"30904","0","0","0"
"30906","0","0","0"
"30910","0","0","0"
"30912","0","0","0"
"30914","0","0","0"
"30916","0","0","0"
"30918","0","0","0"
"30922","1","1","1"
"30924","0","0","0"
"30926","0","0","0"
"30930","0","0","0"
"30932","0","0","0"
"30934","0","0","0"
"30936","0","0","0"
"30942","0","0","0"
"30952","0","0","0"
"30958","0","0","0"
"30962","0","0","0"
"30966","0","0","0"
"30970","0","0","0"
"30974","0","0","0"
"30978","0","0","0"
"30980","0","0","0"
"30982","0","0","0"
"30986","0","0","0"
"30988","0","0","0"
"30992","0","0","0"
"30994","1","1","1"
"30996","0","0","0"
"30998","0","0","0"
"31000","0","0","0"
"31004","0","0","0"
"31010","0","0","0"
"31012","0","0","0"
"31022","0","0","0"
"31024","0","0","0"
"31028","0","0","0"
"31032","0","0","0"
"31034","0","0","0"
"31038","0","0","0"
"31046","0","0","0"
"31048","0","0","0"
"31050","0","0","0"
"31054","0","0","0"
"31056","0","0","0"
"31058","0","0","0"
"31060","0","0","0"
"31064","0","0","0"
"31068","0","0","0"
"31072","0","0","0"
"31080","0","0","0"
"31082","0","0","0"
"31084","0","0","0"
"31092","0","0","0"
"31100","0","0","0"
"31104","0","0","0"
"31106","0","0","0"
"31114","0","0","0"
"31120","0","0","0"
"31126","1","1","1"
"31130","1","1","1"
"31140","0","0","0"
"31144","0","0","0"
"31146","0","0","0"
"31148","0","0","0"
"31154","1","1","1"
"31158","0","0","0"
"31164","0","0","0"
"31170","0","0","0"
"31178","0","0","0"
"31180","0","0","0"
"31184","0","0","0"
"31186","0","0","0"
"31188","0","0","0"
"31196","0","0","0"
"31198","0","0","0"
"31200","0","0","0"
"31206","0","0","0"
"31210","0","0","0"
"31212","0","0","0"
"31214","0","0","0"
"31216","0","0","0"
"31218","0","0","0"
"31224","0","0","0"
"31226","0","0","0"
"31228","0","0","0"
"31230","0","0","0"
"31234","0","0","0"
"31236","0","0","0"
"31240","0","0","0"
"31242","0","0","0"
"31248","0","0","0"
"31254","0","0","0"
"31258","0","0","0"
"31260","0","0","0"
"31262","0","0","0"
"31264","0","0","0"
"31268","0","0","0"
"31270","0","0","0"
"31272","0","0","0"
"31274","0","0","0"
"31278","0","0","0"
"31294","0","0","0"
"31296","0","0","0"
"31302","0","0","0"
"31304","0","0","0"
"31306","0","0","0"
"31308","0","0","0"
"31310","0","0","0"
"31314","0","0","0"
"31320","0","0","0"
"31322","0","0","0"
"31332","0","0","0"
"31336","0","0","0"
"31338","0","0","0"
"31344","0","0","0"
"31348","0","0","0"
"31352","0","0","0"
"31354","0","0","0"
"31360","0","0","0"
"31362","1","1","1"
"31364","0","0","0"
"31370","0","0","0"
"31374","0","0","0"
"31376","0","0","0"
"31380","1","1","1"
"31390","0","0","0"
"31392","0","0","0"
"31402","0","0","0"
"31404","0","0","0"
"31406","0","0","0"
"31412","0","0","0"
"31414","0","0","0"
"31418","0","0","0"
"31426","0","0","0"
"31430","0","0","0"
"31436","0","0","0"
"31438","0","0","0"
"31440","0","0","0"
"31442","0","0","0"
"31444","0","0","0"
"31448","0","0","0"
"31454","0","0","0"
"31458","0","0","0"
"31460","0","0","0"
"31462","0","0","0"
"31464","0","0","0"
"31466","0","0","0"
"31470","1","1","1"
"31472","0","0","0"
"31478","0","0","0"
"31480","0","0","0"
"31482","0","0","0"
"31484","0","0","0"
"31486","0","0","0"
"31490","0","0","0"
"31492","0","0","0"
"31494","0","0","0"
"31500","0","0","0"
"31504","0","0","0"
"31508","0","0","0"
"31510","0","0","0"
"31514","0","0","0"
"31516","0","0","0"
"31518","0","0","0"
"31522","0","0","0"
"31528","0","0","0"
"31532","0","0","0"
"31540","0","0","0"
"31548","0","0","0"
"31554","0","0","0"
"31558","0","0","0"
"31560","0","0","0"
"31566","0","0","0"
"31574","0","0","0"
"31576","0","0","0"
"31582","0","0","0"
"31586","0","0","0"
"31596","0","0","0"
"31600","0","0","0"
"31604","0","0","0"
"31618","0","0","0"
"31628","0","0","0"
"31634","0","0","0"
"31638","0","0","0"
"31640","0","0","0"
"31642","0","0","0"
"31648","0","0","0"
"31652","0","0","0"
"31664","0","0","0"
"31666","0","0","0"
"31670","0","0","0"
"31672","0","0","0"
"31682","0","0","0"
"31688","0","0","0"
"31698","0","0","0"
"31700","0","0","0"
"31702","0","0","0"
"31704","0","0","0"
"31708","0","0","0"
"31710","0","0","0"
"31712","0","0","0"
"31720","0","0","0"
"31724","0","0","0"
"31728","1","1","1"
"31734","0","0","0"
"31738","1","1","1"
"31742","0","0","0"
"31744","0","0","0"
"31748","0","0","0"
"31758","1","1","1"
"31760","0","0","0"
"31762","0","0","0"
"31768","1","1","1"
"31772","0","0","0"
"31778","0","0","0"
"31780","0","0","0"
"31782","0","0","0"
"31784","1","1","1"
"31786","0","0","0"
"31794","0","0","0"
"31796","1","1","1"
"31798","0","0","0"
"31802","0","0","0"
"31804","0","0","0"
"31806","0","0","0"
"31808","0","0","0"
"31814","0","0","0"
"31816","0","0","0"
"31818","0","0","0"
"31820","0","0","0"
"31824","0","0","0"
"31826","0","0","0"
"31830","0","0","0"
"31832","0","0","0"
"31834","0","0","0"
"31836","0","0","0"
"31838","0","0","0"
"31842","0","0","0"
"31846","0","0","0"
"31848","0","0","0"
"31850","0","0","0"
"31856","0","0","0"
"31858","0","0","0"
"31862","0","0","0"
"31864","0","0","0"
"31868","0","0","0"
"31874","0","0","0"
"31876","0","0","0"
"31878","0","0","0"
"31880","0","0","0"
"31886","0","0","0"
"31892","0","0","0"
"31900","0","0","0"
"31902","0","0","0"
"31904","0","0","0"
"31908","0","0","0"
"31912","0","0","0"
"31916","0","0","0"
"31918","0","0","0"
"31922","0","0","0"
"31936","0","0","0"
"31938","0","0","0"
"31940","0","0","0"
"31944","1","1","1"
"31948","0","0","0"
"31950","0","0","0"
"31954","0","0","0"
"31956","0","0","0"
"31960","0","0","0"
"31964","0","0","0"
"31966","0","0","0"
"31968","0","0","0"
"31978","0","0","0"
"31980","0","0","0"
"31988","0","0","0"
"31990","0","0","0"
"32000","0","0","0"
"32006","0","0","0"
"32008","0","0","0"
"32014","0","0","0"
"32016","0","0","0"
"32018","0","0","0"
"32024","1","1","1"
"32030","0","0","0"
"32032","0","0","0"
"32034","0","0","0"
"32040","0","0","0"
"32042","0","0","0"
"32048","0","0","0"
"32050","0","0","0"
"32052","0","0","0"
"32056","0","0","0"
"32058","0","0","0"
"32062","0","0","0"
"32064","0","0","0"
"32068","0","0","0"
"32070","0","0","0"
"32072","0","0","0"
"32076","0","0","0"
"32078","0","0","0"
"32080","1","1","1"
"32082","0","0","0"
"32084","0","0","0"
"32086","0","0","0"
"32094","0","0","0"
"32096","0","0","0"
"32098","0","0","0"
"32100","0","0","0"
"32102","0","0","0"
"32104","0","0","0"
"32108","0","0","0"
"32110","0","0","0"
"32114","0","0","0"
"32116","0","0","0"
"32128","0","0","0"
"32134","0","0","0"
"32136","0","0","0"
"32138","0","0","0"
"32146","0","0","0"
"32148","0","0","0"
"32154","0","0","0"
"32156","0","0","0"
"32158","0","0","0"
"32164","0","0","0"
"32166","0","0","0"
"32176","0","0","0"
"32180","0","0","0"
"32182","0","0","0"
"32184","0","0","0"
"32190","0","0","0"
"32192","0","0","0"
"32196","0","0","0"
"32198","0","0","0"
"32200","0","0","0"
"32202","0","0","0"
"32206","0","0","0"
"32208","0","0","0"
"32210","0","0","0"
"32212","0","0","0"
"32214","0","0","0"
"32216","0","0","0"
"32220","0","0","0"
"32224","0","0","0"
"32226","0","0","0"
"32230","0","0","0"
"32232","0","0","0"
"32238","0","0","0"
"32242","0","0","0"
"32252","0","0","0"
"32258","0","0","0"
"32262","0","0","0"
"32266","0","0","0"
"32276","0","0","0"
"32278","0","0","0"
"32280","0","0","0"
"32282","0","0","0"
"32286","1","1","1"
"32288","0","0","0"
"32292","0","0","0"
"32296","0","0","0"
"32298","0","0","0"
"32300","0","0","0"
"32308","0","0","0"
"32312","0","0","0"
"32314","0","0","0"
"32316","0","0","0"
"32318","0","0","0"
"32324","0","0","0"
"32330","0","0","0"
"32332","0","0","0"
"32340","0","0","0"
"32344","0","0","0"
"32360","0","0","0"
"32362","0","0","0"
"32366","0","0","0"
"32368","0","0","0"
"32374","0","0","0"
"32380","0","0","0"
"32384","0","0","0"
"32386","0","0","0"
"32390","0","0","0"
"32392","0","0","0"
"32402","0","0","0"
"32406","0","0","0"
"32410","0","0","0"
"32412","0","0","0"
"32414","0","0","0"
"32416","0","0","0"
"32418","0","0","0"
"32422","0","0","0"
"32426","0","0","0"
"32428","0","0","0"
"32434","0","0","0"
"32436","0","0","0"
"32440","0","0","0"
"32442","1","1","1"
"32446","0","0","0"
"32448","0","0","0"
"32450","0","0","0"
"32452","0","0","0"
"32454","0","0","0"
"32456","0","0","0"
"32458","0","0","0"
"32468","0","0","0"
"32474","0","0","0"
"32478","0","0","0"
"32480","0","0","0"
"32488","0","0","0"
"32490","0","0","0"
"32496","0","0","0"
"32500","0","0","0"
"32502","0","0","0"
"32506","0","0","0"
"32512","0","0","0"
"32520","0","0","0"
"32524","0","0","0"
"32526","0","0","0"
"32530","0","0","0"
"32532","0","0","0"
"32540","0","0","0"
"32542","0","0","0"
"32544","0","0","0"
"32546","0","0","0"
"32548","0","0","0"
"32550","0","0","0"
"32552","0","0","0"
"32556","0","0","0"
"32560","0","0","0"
"32562","0","0","0"
"32564","0","0","0"
"32568","0","0","0"
"32570","0","0","0"
"32578","0","0","0"
"32582","0","0","0"
"32586","0","0","0"
"32588","0","0","0"
"32592","0","0","0"
"32594","0","0","0"
"32596","0","0","0"
"32604","0","0","0"
"32610","1","1","1"
"32612","0","0","0"
"32618","0","0","0"
"32620","0","0","0"
"32622","0","0","0"
"32632","1","1","1"
"32634","0","0","0"
"32638","0","0","0"
"32646","0","0","0"
"32650","0","0","0"
"32654","0","0","0"
"32662","0","0","0"
"32664","0","0","0"
"32670","0","0","0"
"32672","0","0","0"
"32676","0","0","0"
"32678","0","0","0"
"32680","0","0","0"
"32682","0","0","0"
"32688","0","0","0"
"32690","0","0","0"
"32696","0","0","0"
"32700","0","0","0"
"32702","0","0","0"
"32704","0","0","0"
"32708","0","0","0"
"32712","0","0","0"
"32716","0","0","0"
"32722","0","0","0"
"32724","0","0","0"
"32726","0","0","0"
"32728","0","0","0"
"32736","0","0","0"
"32738","0","0","0"
"32740","0","0","0"
"32744","0","0","0"
"32746","0","0","0"
"32748","0","0","0"
"32750","0","0","0"
"32754","0","0","0"
"32762","0","0","0"
"32764","0","0","0"
"32768","1","1","1"
"32776","0","0","0"
"32788","1","1","1"
"32794","0","0","0"
"32798","0","0","0"
"32810","0","0","0"
"32816","0","0","0"
"32818","0","0","0"
"32820","0","0","0"
"32824","0","0","0"
"32828","0","0","0"
"32842","0","0","0"
"32844","0","0","0"
"32846","0","0","0"
"32850","0","0","0"
"32854","0","0","0"
"32858","0","0","0"
"32862","0","0","0"
"32864","0","0","0"
"32868","0","0","0"
"32870","0","0","0"
"32872","0","0","0"
"32878","0","0","0"
"32880","0","0","0"
"32882","0","0","0"
"32888","0","0","0"
"32890","0","0","0"
"32898","0","0","0"
"32902","0","0","0"
"32904","0","0","0"
"32908","0","0","0"
"32912","0","0","0"
"32914","0","0","0"
"32916","0","0","0"
"32918","0","0","0"
"32924","0","0","0"
"32926","0","0","0"
"32938","1","1","1"
"32940","0","0","0"
"32944","0","0","0"
"32952","0","0","0"
"32964","0","0","0"
"32966","0","0","0"
"32968","0","0","0"
"32974","0","0","0"
"32976","0","0","0"
"32980","0","0","0"
"32982","0","0","0"
"32984","0","0","0"
"32994","0","0","0"
"33004","0","0","0"
"33006","0","0","0"
"33008","0","0","0"
"33010","0","0","0"
"33012","0","0","0"
"33014","0","0","0"
"33020","0","0","0"
"33024","0","0","0"
"33030","0","0","0"
"33032","0","0","0"
"33034","0","0","0"
"33040","0","0","0"
"33042","0","0","0"
"33046","0","0","0"
"33050","0","0","0"
"33052","1","1","1"
"33054","0","0","0"
"33056","0","0","0"
"33058","0","0","0"
"33068","0","0","0"
"33070","0","0","0"
"33072","0","0","0"
"33080","0","0","0"
"33082","0","0","0"
"33084","0","0","0"
"33088","0","0","0"
"33090","0","0","0"
"33092","0","0","0"
"33096","0","0","0"
"33100","0","0","0"
"33102","1","1","1"
"33104","0","0","0"
"33108","0","0","0"
"33110","1","1","1"
"33112","0","0","0"
"33114","0","0","0"
"33124","0","0","0"
"33126","0","0","0"
"33134","0","0","0"
"33138","0","0","0"
"33140","0","0","0"
"33142","0","0","0"
"33148","0","0","0"
"33150","0","0","0"
"33158","0","0","0"
"33160","0","0","0"
"33168","0","0","0"
"33180","0","0","0"
"33182","1","1","1"
"33188","0","0","0"
"33190","0","0","0"
"33192","0","0","0"
"33196","0","0","0"
"33200","0","0","0"
"33202","0","0","0"
"33206","0","0","0"
"33208","0","0","0"
"33214","0","0","0"
"33216","0","0","0"
"33218","0","0","0"
"33220","0","0","0"
"33222","0","0","0"
"33224","0","0","0"
"33226","0","0","0"
"33228","0","0","0"
"33234","0","0","0"
"33238","0","0","0"
"33240","0","0","0"
"33242","1","1","1"
"33246","0","0","0"
"33256","0","0","0"
"33260","0","0","0"
"33262","0","0","0"
"33264","1","1","1"
"33278","0","0","0"
"33284","0","0","0"
"33290","0","0","0"
"33294","0","0","0"
"33300","0","0","0"
"33302","0","0","0"
"33310","0","0","0"
"33312","1","1","1"
"33314","0","0","0"
"33316","0","0","0"
"33320","0","0","0"
"33324","0","0","0"
"33326","0","0","0"
"33330","0","0","0"
"33332","0","0","0"
"33336","0","0","0"
"33338","0","0","0"
"33340","0","0","0"
"33342","0","0","0"
"33344","0","0","0"
"33346","0","0","0"
"33350","0","0","0"
"33358","0","0","0"
"33360","0","0","0"
"33366","0","0","0"
"33368","0","0","0"
"33370","0","0","0"
"33378","0","0","0"
"33380","0","0","0"
"33382","0","0","0"
"33394","0","0","0"
"33396","0","0","0"
"33400","0","0","0"
"33406","0","0","0"
"33408","0","0","0"
"33412","0","0","0"
"33422","0","0","0"
"33424","0","0","0"
"33426","0","0","0"
"33428","0","0","0"
"33430","0","0","0"
"33432","0","0","0"
"33436","1","1","1"
"33438","1","1","1"
"33440","0","0","0"
"33442","0","0","0"
"33448","0","0","0"
"33452","0","0","0"
"33454","0","0","0"
"33458","0","0","0"
"33468","0","0","0"
"33470","0","0","0"
"33474","0","0","0"
"33478","0","0","0"
"33484","0","0","0"
"33486","0","0","0"
"33488","1","1","1"
"33490","0","0","0"
"33492","0","0","0"
"33496","0","0","0"
"33498","0","0","0"
"33502","0","0","0"
"33506","0","0","0"
"33512","0","0","0"
"33520","0","0","0"
"33522","0","0","0"
"33524","0","0","0"
"33526","0","0","0"
"33528","0","0","0"
"33532","0","0","0"
"33538","0","0","0"
"33542","0","0","0"
"33546","0","0","0"
"33548","0","0","0"
"33550","0","0","0"
"33552","0","0","0"
"33554","0","0","0"
"33556","0","0","0"
"33562","0","0","0"
"33564","0","0","0"
"33566","0","0","0"
"33572","0","0","0"
"33578","0","0","0"
"33580","0","0","0"
"33582","0","0","0"
"33590","0","0","0"
"33592","1","1","1"
"33610","0","0","0"
"33614","0","0","0"
"33616","0","0","0"
"33618","0","0","0"
"33620","0","0","0"
"33622","0","0","0"
"33634","0","0","0"
"33636","1","1","1"
"33638","0","0","0"
"33646","0","0","0"
"33654","0","0","0"
"33656","0","0","0"
"33668","0","0","0"
"33670","0","0","0"
"33674","0","0","0"
"33676","0","0","0"
"33678","0","0","0"
"33680","0","0","0"
"33682","0","0","0"
"33684","0","0","0"
"33688","0","0","0"
"33690","0","0","0"
"33694","0","0","0"
"33696","0","0","0"
"33700","0","0","0"
"33702","0","0","0"
"33708","0","0","0"
"33712","0","0","0"
"33716","0","0","0"
"33722","0","0","0"
"33726","0","0","0"
"33730","0","0","0"
"33732","0","0","0"
"33748","0","0","0"
"33750","0","0","0"
"33754","0","0","0"
"33756","0","0","0"
"33760","0","0","0"
"33764","0","0","0"
"33770","0","0","0"
"33772","0","0","0"
"33778","0","0","0"
"33784","0","0","0"
"33788","0","0","0"
"33794","0","0","0"
"33796","1","1","1"
"33800","0","0","0"
"33802","0","0","0"
"33808","0","0","0"
"33810","0","0","0"
"33818","0","0","0"
"33824","0","0","0"
"33828","1","1","1"
"33830","0","0","0"
"33834","0","0","0"
"33836","0","0","0"
"33838","0","0","0"
"33840","0","0","0"
"33842","0","0","0"
"33846","0","0","0"
"33848","0","0","0"
"33856","0","0","0"
"33860","0","0","0"
"33862","0","0","0"
"33864","0","0","0"
"33866","0","0","0"
"33868","0","0","0"
"33872","0","0","0"
"33874","0","0","0"
"33876","0","0","0"
"33878","0","0","0"
"33880","0","0","0"
"33882","0","0","0"
"33894","0","0","0"
"33898","0","0","0"
"33906","0","0","0"
"33910","0","0","0"
"33916","0","0","0"
"33928","0","0","0"
"33932","0","0","0"
"33938","0","0","0"
"33940","0","0","0"
"33946","0","0","0"
"33948","0","0","0"
"33950","0","0","0"
"33954","0","0","0"
"33956","0","0","0"
"33958","0","0","0"
"33962","0","0","0"
"33964","0","0","0"
"33966","0","0","0"
"33968","0","0","0"
"33970","0","0","0"
"33978","0","0","0"
"33988","0","0","0"
"33990","0","0","0"
"33992","0","0","0"
"33996","0","0","0"
"33998","0","0","0"
"34002","0","0","0"
"34004","0","0","0"
"34006","0","0","0"
"34008","0","0","0"
"34010","0","0","0"
"34012","0","0","0"
"34014","0","0","0"
"34016","0","0","0"
"34020","0","0","0"
"34022","0","0","0"
"34026","0","0","0"
"34028","0","0","0"
"34030","0","0","0"
"34036","1","1","1"
"34040","0","0","0"
"34044","0","0","0"
"34048","0","0","0"
"34058","0","0","0"
"34060","1","1","1"
"34088","0","0","0"
"34092","0","0","0"
"34094","0","0","0"
"34096","0","0","0"
"34098","0","0","0"
"34100","0","0","0"
"34102","0","0","0"
"34108","0","0","0"
"34110","0","0","0"
"34116","0","0","0"
"34120","0","0","0"
"34122","0","0","0"
"34126","0","0","0"
"34128","0","0","0"
"34130","0","0","0"
"34132","1","1","1"
"34134","0","0","0"
"34144","0","0","0"
"34146","0","0","0"
"34152","0","0","0"
"34158","0","0","0"
"34162","0","0","0"
"34168","0","0","0"
"34172","0","0","0"
"34176","0","0","0"
"34180","0","0","0"
"34182","0","0","0"
"34186","0","0","0"
"34192","0","0","0"
"34194","0","0","0"
"34196","0","0","0"
"34202","0","0","0"
"34206","0","0","0"
"34210","0","0","0"
"34218","0","0","0"
"34220","0","0","0"
"34226","0","0","0"
"34230","0","0","0"
"34234","0","0","0"
"34252","0","0","0"
"34254","0","0","0"
"34256","0","0","0"
"34258","0","0","0"
"34262","0","0","0"
"34266","0","0","0"
"34270","1","1","1"
"34280","0","0","0"
"34284","0","0","0"
"34294","0","0","0"
"34296","0","0","0"
"34308","0","0","0"
"34314","0","0","0"
"34318","0","0","0"
"34320","0","0","0"
"34322","0","0","0"
"34332","0","0","0"
"34334","0","0","0"
"34336","0","0","0"
"34340","0","0","0"
"34344","0","0","0"
"34350","0","0","0"
"34354","0","0","0"
"34358","0","0","0"
"34360","0","0","0"
"34362","0","0","0"
"34366","0","0","0"
"34368","0","0","0"
"34370","0","0","0"
"34372","0","0","0"
"34380","0","0","0"
"34382","0","0","0"
"34388","0","0","0"
"34390","0","0","0"
"34392","0","0","0"
"34398","0","0","0"
"34400","0","0","0"
"34406","0","0","0"
"34412","0","0","0"
"34414","0","0","0"
"34416","1","1","1"
"34424","0","0","0"
"34426","0","0","0"
"34438","0","0","0"
"34440","0","0","0"
"34444","0","0","0"
"34446","0","0","0"
"34452","0","0","0"
"34454","0","0","0"
"34456","0","0","0"
"34462","0","0","0"
"34470","0","0","0"
"34472","0","0","0"
"34474","0","0","0"
"34478","1","1","1"
"34480","0","0","0"
"34490","0","0","0"
"34492","0","0","0"
"34494","0","0","0"
"34498","0","0","0"
"34500","0","0","0"
"34504","0","0","0"
"34512","0","0","0"
"34514","0","0","0"
"34516","0","0","0"
"34528","0","0","0"
"34530","0","0","0"
"34532","0","0","0"
"34534","0","0","0"
"34536","0","0","0"
"34538","1","1","1"
"34540","0","0","0"
"34542","0","0","0"
"34544","0","0","0"
"34548","0","0","0"
"34550","0","0","0"
"34552","0","0","0"
"34554","0","0","0"
"34574","0","0","0"
"34576","0","0","0"
"34584","0","0","0"
"34586","0","0","0"
"34588","0","0","0"
"34592","0","0","0"
"34600","0","0","0"
"34602","0","0","0"
"34606","0","0","0"
"34612","0","0","0"
"34614","0","0","0"
"34616","0","0","0"
"34620","0","0","0"
"34622","0","0","0"
"34624","0","0","0"
"34628","0","0","0"
"34630","0","0","0"
"34634","0","0","0"
"34636","0","0","0"
"34640","0","0","0"
"34642","0","0","0"
"34646","0","0","0"
"34648","0","0","0"
"34650","0","0","0"
"34656","0","0","0"
"34658","0","0","0"
"34670","0","0","0"
"34672","0","0","0"
"34680","0","0","0"
"34684","0","0","0"
"34686","1","1","1"
"34688","0","0","0"
"34690","1","1","1"
"34692","0","0","0"
"34694","0","0","0"
"34700","0","0","0"
"34708","0","0","0"
"34716","0","0","0"
"34718","0","0","0"
"34722","0","0","0"
"34724","0","0","0"
"34728","0","0","0"
"34730","0","0","0"
"34732","0","0","0"
"34738","0","0","0"
"34740","0","0","0"
"34744","0","0","0"
"34748","0","0","0"
"34750","0","0","0"
"34752","1","1","1"
"34754","0","0","0"
"34762","0","0","0"
"34766","1","1","1"
"34770","0","0","0"
"34772","0","0","0"
"34776","0","0","0"
"34780","0","0","0"
"34782","0","0","0"
"34786","0","0","0"
"34792","0","0","0"
"34798","0","0","0"
"34802","0","0","0"
"34808","0","0","0"
"34810","0","0","0"
"34812","0","0","0"
"34814","0","0","0"
"34822","1","1","1"
"34826","1","1","1"
"34828","0","0","0"
"34830","0","0","0"
"34832","0","0","0"
"34834","0","0","0"
"34838","0","0","0"
"34840","0","0","0"
"34842","0","0","0"
"34844","0","0","0"
"34846","0","0","0"
"34848","0","0","0"
"34854","0","0","0"
"34858","1","1","1"
"34860","0","0","0"
"34862","0","0","0"
"34868","0","0","0"
"34872","0","0","0"
"34874","0","0","0"
"34882","0","0","0"
"34884","0","0","0"
"34900","0","0","0"
"34904","0","0","0"
"34906","0","0","0"
"34908","0","0","0"
